t_ms,raw,subject,gesture
10178938,1747,s1,grip_sustained10s
10178940,1713,s1,grip_sustained10s
10178942,1730,s1,grip_sustained10s
10178944,1713,s1,grip_sustained10s
10178946,1744,s1,grip_sustained10s
10178948,1721,s1,grip_sustained10s
10178950,1712,s1,grip_sustained10s
10178952,1717,s1,grip_sustained10s
10178954,1744,s1,grip_sustained10s
10178956,1735,s1,grip_sustained10s
10178958,1706,s1,grip_sustained10s
10178960,1733,s1,grip_sustained10s
10178962,1741,s1,grip_sustained10s
10178964,1743,s1,grip_sustained10s
10178966,1700,s1,grip_sustained10s
10178968,1747,s1,grip_sustained10s
10178970,1735,s1,grip_sustained10s
10178972,1749,s1,grip_sustained10s
10178974,1702,s1,grip_sustained10s
10178976,1750,s1,grip_sustained10s
10178978,1727,s1,grip_sustained10s
10178980,1746,s1,grip_sustained10s
10178982,1711,s1,grip_sustained10s
10178984,1741,s1,grip_sustained10s
10178986,1723,s1,grip_sustained10s
10178988,1751,s1,grip_sustained10s
10178990,1723,s1,grip_sustained10s
10178992,1738,s1,grip_sustained10s
10178994,1718,s1,grip_sustained10s
10178996,1750,s1,grip_sustained10s
10178998,1730,s1,grip_sustained10s
10179000,1721,s1,grip_sustained10s
10179002,1724,s1,grip_sustained10s
10179004,1751,s1,grip_sustained10s
10179006,1740,s1,grip_sustained10s
10179008,1712,s1,grip_sustained10s
10179010,1743,s1,grip_sustained10s
10179012,1744,s1,grip_sustained10s
10179014,1743,s1,grip_sustained10s
10179016,1705,s1,grip_sustained10s
10179018,1744,s1,grip_sustained10s
10179020,1731,s1,grip_sustained10s
10179022,1747,s1,grip_sustained10s
10179024,1705,s1,grip_sustained10s
10179026,1747,s1,grip_sustained10s
10179028,1727,s1,grip_sustained10s
10179030,1750,s1,grip_sustained10s
10179032,1712,s1,grip_sustained10s
10179034,1744,s1,grip_sustained10s
10179036,1719,s1,grip_sustained10s
10179038,1754,s1,grip_sustained10s
10179040,1723,s1,grip_sustained10s
10179042,1730,s1,grip_sustained10s
10179044,1718,s1,grip_sustained10s
10179046,1747,s1,grip_sustained10s
10179048,1727,s1,grip_sustained10s
10179050,1715,s1,grip_sustained10s
10179052,1727,s1,grip_sustained10s
10179054,1745,s1,grip_sustained10s
10179056,1738,s1,grip_sustained10s
10179058,1712,s1,grip_sustained10s
10179060,1737,s1,grip_sustained10s
10179062,1744,s1,grip_sustained10s
10179064,1739,s1,grip_sustained10s
10179066,1705,s1,grip_sustained10s
10179068,1748,s1,grip_sustained10s
10179070,1735,s1,grip_sustained10s
10179072,1749,s1,grip_sustained10s
10179074,1710,s1,grip_sustained10s
10179076,1748,s1,grip_sustained10s
10179078,1728,s1,grip_sustained10s
10179080,1747,s1,grip_sustained10s
10179082,1712,s1,grip_sustained10s
10179084,1743,s1,grip_sustained10s
10179086,1716,s1,grip_sustained10s
10179088,1751,s1,grip_sustained10s
10179090,1727,s1,grip_sustained10s
10179092,1735,s1,grip_sustained10s
10179094,1719,s1,grip_sustained10s
10179096,1750,s1,grip_sustained10s
10179098,1729,s1,grip_sustained10s
10179100,1714,s1,grip_sustained10s
10179102,1724,s1,grip_sustained10s
10179104,1744,s1,grip_sustained10s
10179106,1735,s1,grip_sustained10s
10179108,1710,s1,grip_sustained10s
10179110,1735,s1,grip_sustained10s
10179112,1739,s1,grip_sustained10s
10179114,1737,s1,grip_sustained10s
10179116,1697,s1,grip_sustained10s
10179118,1744,s1,grip_sustained10s
10179120,1727,s1,grip_sustained10s
10179122,1745,s1,grip_sustained10s
10179124,1699,s1,grip_sustained10s
10179126,1745,s1,grip_sustained10s
10179128,1719,s1,grip_sustained10s
10179130,1744,s1,grip_sustained10s
10179132,1709,s1,grip_sustained10s
10179134,1739,s1,grip_sustained10s
10179136,1717,s1,grip_sustained10s
10179138,1749,s1,grip_sustained10s
10179140,1718,s1,grip_sustained10s
10179142,1728,s1,grip_sustained10s
10179144,1712,s1,grip_sustained10s
10179146,1748,s1,grip_sustained10s
10179148,1727,s1,grip_sustained10s
10179150,1709,s1,grip_sustained10s
10179152,1722,s1,grip_sustained10s
10179154,1743,s1,grip_sustained10s
10179156,1735,s1,grip_sustained10s
10179158,1707,s1,grip_sustained10s
10179160,1735,s1,grip_sustained10s
10179162,1735,s1,grip_sustained10s
10179164,1738,s1,grip_sustained10s
10179166,1694,s1,grip_sustained10s
10179168,1735,s1,grip_sustained10s
10179170,1728,s1,grip_sustained10s
10179172,1742,s1,grip_sustained10s
10179174,1701,s1,grip_sustained10s
10179176,1745,s1,grip_sustained10s
10179178,1722,s1,grip_sustained10s
10179180,1744,s1,grip_sustained10s
10179182,1711,s1,grip_sustained10s
10179184,1742,s1,grip_sustained10s
10179186,1714,s1,grip_sustained10s
10179188,1749,s1,grip_sustained10s
10179190,1727,s1,grip_sustained10s
10179192,1730,s1,grip_sustained10s
10179194,1716,s1,grip_sustained10s
10179196,1746,s1,grip_sustained10s
10179198,1728,s1,grip_sustained10s
10179200,1711,s1,grip_sustained10s
10179202,1718,s1,grip_sustained10s
10179204,1741,s1,grip_sustained10s
10179206,1732,s1,grip_sustained10s
10179208,1703,s1,grip_sustained10s
10179210,1730,s1,grip_sustained10s
10179212,1734,s1,grip_sustained10s
10179214,1734,s1,grip_sustained10s
10179216,1692,s1,grip_sustained10s
10179218,1742,s1,grip_sustained10s
10179220,1727,s1,grip_sustained10s
10179222,1745,s1,grip_sustained10s
10179224,1700,s1,grip_sustained10s
10179226,1743,s1,grip_sustained10s
10179228,1719,s1,grip_sustained10s
10179230,1744,s1,grip_sustained10s
10179232,1707,s1,grip_sustained10s
10179234,1742,s1,grip_sustained10s
10179236,1712,s1,grip_sustained10s
10179238,1747,s1,grip_sustained10s
10179240,1722,s1,grip_sustained10s
10179242,1722,s1,grip_sustained10s
10179244,1712,s1,grip_sustained10s
10179246,1744,s1,grip_sustained10s
10179248,1727,s1,grip_sustained10s
