t_ms,raw,subject,gesture
2470710,0,s4,grip
2470720,0,s4,grip
2470730,0,s4,grip
2470740,0,s4,grip
2470750,0,s4,grip
2470760,0,s4,grip
2470770,0,s4,grip
2470780,0,s4,grip
2470790,0,s4,grip
2470800,0,s4,grip
2470810,0,s4,grip
2470820,0,s4,grip
2470830,0,s4,grip
2470840,0,s4,grip
2470850,0,s4,grip
2470860,0,s4,grip
2470870,0,s4,grip
2470880,0,s4,grip
2470890,0,s4,grip
2470900,0,s4,grip
2470910,0,s4,grip
2470920,0,s4,grip
2470930,0,s4,grip
2470940,0,s4,grip
2470950,0,s4,grip
2470960,0,s4,grip
2470970,0,s4,grip
2470980,0,s4,grip
2470990,0,s4,grip
2471000,0,s4,grip
2471010,0,s4,grip
2471020,0,s4,grip
2471030,0,s4,grip
2471040,0,s4,grip
2471050,0,s4,grip
2471060,0,s4,grip
2471070,0,s4,grip
2471080,0,s4,grip
2471090,0,s4,grip
2471100,0,s4,grip
2471110,0,s4,grip
2471120,0,s4,grip
2471130,0,s4,grip
2471140,0,s4,grip
2471150,0,s4,grip
2471160,0,s4,grip
2471170,0,s4,grip
2471180,0,s4,grip
2471190,0,s4,grip
2471200,0,s4,grip
2471210,0,s4,grip
2471220,0,s4,grip
2471230,0,s4,grip
2471240,0,s4,grip
2471250,0,s4,grip
2471260,0,s4,grip
2471270,0,s4,grip
2471280,0,s4,grip
2471290,0,s4,grip
2471300,0,s4,grip
2471310,0,s4,grip
2471320,0,s4,grip
2471330,0,s4,grip
2471340,0,s4,grip
2471350,0,s4,grip
2471360,0,s4,grip
2471370,0,s4,grip
2471380,0,s4,grip
2471390,0,s4,grip
2471400,0,s4,grip
2471410,0,s4,grip
2471420,0,s4,grip
2471430,0,s4,grip
2471440,0,s4,grip
2471450,0,s4,grip
2471460,0,s4,grip
2471470,0,s4,grip
2471480,0,s4,grip
2471490,0,s4,grip
2471500,0,s4,grip
2471510,0,s4,grip
2471520,0,s4,grip
2471530,0,s4,grip
2471540,0,s4,grip
2471550,0,s4,grip
2471560,0,s4,grip
2471570,0,s4,grip
2471580,0,s4,grip
2471590,0,s4,grip
2471600,0,s4,grip
2471610,0,s4,grip
2471620,0,s4,grip
2471630,0,s4,grip
2471640,0,s4,grip
2471650,0,s4,grip
2471660,0,s4,grip
2471670,0,s4,grip
2471680,0,s4,grip
2471690,0,s4,grip
2471700,0,s4,grip
2471710,0,s4,grip
2471720,0,s4,grip
2471730,0,s4,grip
2471740,0,s4,grip
2471750,0,s4,grip
2471760,0,s4,grip
2471770,0,s4,grip
2471780,0,s4,grip
2471790,0,s4,grip
2471800,0,s4,grip
2471810,0,s4,grip
2471820,0,s4,grip
2471830,0,s4,grip
2471840,0,s4,grip
2471850,0,s4,grip
2471860,0,s4,grip
2471870,0,s4,grip
2471880,0,s4,grip
2471890,0,s4,grip
2471900,0,s4,grip
2471910,0,s4,grip
2471920,0,s4,grip
2471930,0,s4,grip
2471940,0,s4,grip
2471950,0,s4,grip
2471960,0,s4,grip
2471970,0,s4,grip
2471980,0,s4,grip
2471990,0,s4,grip
2472000,0,s4,grip
2472010,0,s4,grip
2472020,0,s4,grip
2472030,0,s4,grip
2472040,0,s4,grip
2472050,0,s4,grip
2472060,0,s4,grip
2472070,0,s4,grip
2472080,0,s4,grip
2472090,0,s4,grip
2472100,0,s4,grip
2472110,0,s4,grip
2472120,0,s4,grip
2472130,0,s4,grip
2472140,0,s4,grip
2472150,0,s4,grip
2472160,0,s4,grip
2472170,0,s4,grip
2472180,0,s4,grip
2472190,0,s4,grip
2472200,0,s4,grip
2472210,0,s4,grip
2472220,0,s4,grip
2472230,0,s4,grip
2472240,0,s4,grip
2472250,0,s4,grip
2472260,0,s4,grip
2472270,0,s4,grip
2472280,0,s4,grip
2472290,0,s4,grip
2472300,0,s4,grip
2472310,0,s4,grip
2472320,0,s4,grip
2472330,0,s4,grip
2472340,0,s4,grip
2472350,0,s4,grip
2472360,0,s4,grip
2472370,0,s4,grip
2472380,0,s4,grip
2472390,0,s4,grip
2472400,0,s4,grip
2472410,0,s4,grip
2472420,0,s4,grip
2472430,0,s4,grip
2472440,0,s4,grip
2472450,0,s4,grip
2472460,0,s4,grip
2472470,0,s4,grip
2472480,0,s4,grip
2472490,0,s4,grip
2472500,0,s4,grip
2472510,0,s4,grip
2472520,0,s4,grip
2472530,0,s4,grip
2472540,0,s4,grip
2472550,0,s4,grip
2472560,0,s4,grip
2472570,0,s4,grip
2472580,0,s4,grip
2472590,0,s4,grip
2472600,0,s4,grip
2472610,0,s4,grip
2472620,0,s4,grip
2472630,0,s4,grip
2472640,0,s4,grip
2472650,0,s4,grip
2472660,0,s4,grip
2472670,0,s4,grip
2472680,0,s4,grip
2472690,0,s4,grip
2472700,0,s4,grip
2472710,0,s4,grip
2472720,0,s4,grip
2472730,0,s4,grip
2472740,0,s4,grip
2472750,0,s4,grip
2472760,0,s4,grip
2472770,0,s4,grip
2472780,0,s4,grip
2472790,0,s4,grip
2472800,0,s4,grip
2472810,0,s4,grip
2472820,0,s4,grip
2472830,0,s4,grip
2472840,0,s4,grip
2472850,0,s4,grip
2472860,0,s4,grip
2472870,0,s4,grip
2472880,0,s4,grip
2472890,0,s4,grip
2472900,0,s4,grip
2472910,0,s4,grip
2472920,0,s4,grip
2472930,0,s4,grip
2472940,0,s4,grip
2472950,0,s4,grip
2472960,0,s4,grip
2472970,0,s4,grip
2472980,0,s4,grip
2472990,0,s4,grip
2473000,16,s4,grip
2473010,31,s4,grip
2473020,33,s4,grip
2473030,64,s4,grip
2473040,75,s4,grip
2473050,63,s4,grip
2473060,48,s4,grip
2473070,48,s4,grip
2473080,62,s4,grip
2473090,70,s4,grip
2473100,65,s4,grip
2473110,79,s4,grip
2473120,91,s4,grip
2473130,153,s4,grip
2473140,192,s4,grip
2473150,270,s4,grip
2473160,493,s4,grip
2473170,576,s4,grip
2473180,720,s4,grip
2473190,951,s4,grip
2473200,821,s4,grip
2473210,1243,s4,grip
2473220,1571,s4,grip
2473230,1591,s4,grip
2473240,1382,s4,grip
2473250,1419,s4,grip
2473260,1680,s4,grip
2473270,1589,s4,grip
2473280,1602,s4,grip
2473290,2522,s4,grip
2473300,2209,s4,grip
2473310,2357,s4,grip
2473320,2308,s4,grip
2473330,2555,s4,grip
2473340,2611,s4,grip
2473350,3071,s4,grip
2473360,3696,s4,grip
2473370,3696,s4,grip
2473380,3551,s4,grip
2473390,3453,s4,grip
2473400,3691,s4,grip
2473410,3696,s4,grip
2473420,3696,s4,grip
2473430,3696,s4,grip
2473440,3681,s4,grip
2473450,3263,s4,grip
2473460,3694,s4,grip
2473470,3696,s4,grip
2473480,3279,s4,grip
2473490,2945,s4,grip
2473500,2827,s4,grip
2473510,2837,s4,grip
2473520,2749,s4,grip
2473530,2518,s4,grip
2473540,3469,s4,grip
2473550,3113,s4,grip
2473560,3107,s4,grip
2473570,3071,s4,grip
2473580,3514,s4,grip
2473590,3695,s4,grip
2473600,3685,s4,grip
2473610,3692,s4,grip
2473620,3698,s4,grip
2473630,3706,s4,grip
2473640,3697,s4,grip
2473650,3696,s4,grip
2473660,3555,s4,grip
2473670,3694,s4,grip
2473680,3699,s4,grip
2473690,3695,s4,grip
2473700,3696,s4,grip
2473710,3702,s4,grip
2473720,3697,s4,grip
2473730,3705,s4,grip
2473740,3703,s4,grip
2473750,3694,s4,grip
2473760,3687,s4,grip
2473770,3690,s4,grip
2473780,3702,s4,grip
2473790,3710,s4,grip
2473800,3697,s4,grip
2473810,3699,s4,grip
2473820,3702,s4,grip
2473830,3696,s4,grip
2473840,3696,s4,grip
2473850,3696,s4,grip
2473860,3694,s4,grip
2473870,3707,s4,grip
2473880,3695,s4,grip
2473890,3583,s4,grip
2473900,3443,s4,grip
2473910,3696,s4,grip
2473920,3701,s4,grip
2473930,3701,s4,grip
2473940,3693,s4,grip
2473950,3701,s4,grip
2473960,3699,s4,grip
2473970,3701,s4,grip
2473980,3702,s4,grip
2473990,3297,s4,grip
2474000,3039,s4,grip
2474010,3683,s4,grip
2474020,3027,s4,grip
2474030,3189,s4,grip
2474040,2898,s4,grip
2474050,3547,s4,grip
2474060,3583,s4,grip
2474070,3237,s4,grip
2474080,2786,s4,grip
2474090,3696,s4,grip
2474100,3690,s4,grip
2474110,3693,s4,grip
2474120,3333,s4,grip
2474130,3686,s4,grip
2474140,3344,s4,grip
2474150,2999,s4,grip
2474160,2677,s4,grip
2474170,2671,s4,grip
2474180,2559,s4,grip
2474190,2435,s4,grip
2474200,2320,s4,grip
2474210,2523,s4,grip
2474220,2854,s4,grip
2474230,3492,s4,grip
2474240,3201,s4,grip
2474250,3515,s4,grip
2474260,3514,s4,grip
2474270,3316,s4,grip
2474280,3143,s4,grip
2474290,2923,s4,grip
2474300,2785,s4,grip
2474310,3450,s4,grip
2474320,3033,s4,grip
2474330,2994,s4,grip
2474340,2943,s4,grip
2474350,2834,s4,grip
2474360,2826,s4,grip
2474370,2663,s4,grip
2474380,2545,s4,grip
2474390,2559,s4,grip
2474400,3153,s4,grip
2474410,3685,s4,grip
2474420,3479,s4,grip
2474430,3035,s4,grip
2474440,2923,s4,grip
2474450,2865,s4,grip
2474460,3123,s4,grip
2474470,3670,s4,grip
2474480,3691,s4,grip
2474490,3159,s4,grip
2474500,2852,s4,grip
2474510,2624,s4,grip
2474520,2765,s4,grip
2474530,2459,s4,grip
2474540,2115,s4,grip
2474550,1824,s4,grip
2474560,2794,s4,grip
2474570,2783,s4,grip
2474580,2397,s4,grip
2474590,2739,s4,grip
2474600,2747,s4,grip
2474610,2481,s4,grip
2474620,2102,s4,grip
2474630,2122,s4,grip
2474640,2096,s4,grip
2474650,2073,s4,grip
2474660,1835,s4,grip
2474670,1988,s4,grip
2474680,2066,s4,grip
2474690,1921,s4,grip
2474700,1904,s4,grip
2474710,1647,s4,grip
2474720,1558,s4,grip
2474730,1623,s4,grip
2474740,1623,s4,grip
2474750,1613,s4,grip
2474760,1777,s4,grip
2474770,2163,s4,grip
2474780,1997,s4,grip
2474790,1950,s4,grip
2474800,3103,s4,grip
2474810,3105,s4,grip
2474820,3687,s4,grip
2474830,3694,s4,grip
2474840,3697,s4,grip
2474850,3696,s4,grip
2474860,3687,s4,grip
2474870,3691,s4,grip
2474880,3605,s4,grip
2474890,3440,s4,grip
2474900,3034,s4,grip
2474910,2717,s4,grip
2474920,2550,s4,grip
2474930,2397,s4,grip
2474940,2445,s4,grip
2474950,2334,s4,grip
2474960,2357,s4,grip
2474970,2138,s4,grip
2474980,2036,s4,grip
2474990,2405,s4,grip
2475000,2486,s4,grip
2475010,2335,s4,grip
2475020,2226,s4,grip
2475030,3069,s4,grip
2475040,2583,s4,grip
2475050,2462,s4,grip
2475060,2357,s4,grip
2475070,2288,s4,grip
2475080,2039,s4,grip
2475090,2223,s4,grip
2475100,2294,s4,grip
2475110,2114,s4,grip
2475120,2193,s4,grip
2475130,2231,s4,grip
2475140,2096,s4,grip
2475150,2167,s4,grip
2475160,2163,s4,grip
2475170,2163,s4,grip
2475180,2135,s4,grip
2475190,2085,s4,grip
2475200,2378,s4,grip
2475210,3203,s4,grip
2475220,3063,s4,grip
2475230,2647,s4,grip
2475240,2496,s4,grip
2475250,3107,s4,grip
2475260,2827,s4,grip
2475270,2468,s4,grip
2475280,2134,s4,grip
2475290,2081,s4,grip
2475300,2369,s4,grip
2475310,2421,s4,grip
2475320,2480,s4,grip
2475330,2160,s4,grip
2475340,1932,s4,grip
2475350,1706,s4,grip
2475360,1633,s4,grip
2475370,1520,s4,grip
2475380,1355,s4,grip
2475390,1345,s4,grip
2475400,1425,s4,grip
2475410,1288,s4,grip
2475420,1613,s4,grip
2475430,2167,s4,grip
2475440,2128,s4,grip
2475450,2042,s4,grip
2475460,2451,s4,grip
2475470,2196,s4,grip
2475480,2384,s4,grip
2475490,2255,s4,grip
2475500,2226,s4,grip
2475510,2231,s4,grip
2475520,1939,s4,grip
2475530,1927,s4,grip
2475540,1733,s4,grip
2475550,2032,s4,grip
2475560,2038,s4,grip
2475570,1812,s4,grip
2475580,1615,s4,grip
2475590,1819,s4,grip
2475600,2122,s4,grip
2475610,2321,s4,grip
2475620,2295,s4,grip
2475630,2330,s4,grip
2475640,2074,s4,grip
2475650,2112,s4,grip
2475660,2176,s4,grip
2475670,2802,s4,grip
2475680,2517,s4,grip
2475690,2671,s4,grip
2475700,2352,s4,grip
2475710,2465,s4,grip
2475720,2256,s4,grip
2475730,2078,s4,grip
2475740,1793,s4,grip
2475750,1711,s4,grip
2475760,2084,s4,grip
2475770,1938,s4,grip
2475780,1899,s4,grip
2475790,1777,s4,grip
2475800,1680,s4,grip
2475810,1773,s4,grip
2475820,1712,s4,grip
2475830,1805,s4,grip
2475840,2217,s4,grip
2475850,2144,s4,grip
2475860,1989,s4,grip
2475870,2170,s4,grip
2475880,2006,s4,grip
2475890,1673,s4,grip
2475900,1808,s4,grip
2475910,1996,s4,grip
2475920,1921,s4,grip
2475930,1853,s4,grip
2475940,2309,s4,grip
2475950,2021,s4,grip
2475960,1914,s4,grip
2475970,2057,s4,grip
2475980,2364,s4,grip
2475990,2027,s4,grip
2476000,2127,s4,grip
2476010,2637,s4,grip
2476020,2637,s4,grip
2476030,2480,s4,grip
2476040,2158,s4,grip
2476050,2368,s4,grip
2476060,2228,s4,grip
2476070,2483,s4,grip
2476080,2205,s4,grip
2476090,2047,s4,grip
2476100,2192,s4,grip
2476110,2093,s4,grip
2476120,1792,s4,grip
2476130,1751,s4,grip
2476140,1846,s4,grip
2476150,2112,s4,grip
