t_ms,raw,subject,gesture
2296820,4074,s3,grip
2296830,4082,s3,grip
2296840,4076,s3,grip
2296850,4074,s3,grip
2296860,4079,s3,grip
2296870,4015,s3,grip
2296880,4070,s3,grip
2296890,4095,s3,grip
2296900,4074,s3,grip
2296910,4078,s3,grip
2296920,4075,s3,grip
2296930,4077,s3,grip
2296940,4057,s3,grip
2296950,4079,s3,grip
2296960,4031,s3,grip
2296970,4079,s3,grip
2296980,4070,s3,grip
2296990,4087,s3,grip
2297000,4063,s3,grip
2297010,4088,s3,grip
2297020,4091,s3,grip
2297030,4081,s3,grip
2297040,4067,s3,grip
2297050,4090,s3,grip
2297060,4039,s3,grip
2297070,4085,s3,grip
2297080,4095,s3,grip
2297090,4095,s3,grip
2297100,4095,s3,grip
2297110,4052,s3,grip
2297120,4095,s3,grip
2297130,4085,s3,grip
2297140,4048,s3,grip
2297150,4095,s3,grip
2297160,4095,s3,grip
2297170,4083,s3,grip
2297180,4095,s3,grip
2297190,4080,s3,grip
2297200,4095,s3,grip
2297210,4095,s3,grip
2297220,4095,s3,grip
2297230,4095,s3,grip
2297240,4091,s3,grip
2297250,4094,s3,grip
2297260,4095,s3,grip
2297270,4086,s3,grip
2297280,4095,s3,grip
2297290,4095,s3,grip
2297300,4095,s3,grip
2297310,4095,s3,grip
2297320,4066,s3,grip
2297330,4095,s3,grip
2297340,4095,s3,grip
2297350,4095,s3,grip
2297360,4095,s3,grip
2297370,4095,s3,grip
2297380,4095,s3,grip
2297390,4095,s3,grip
2297400,4087,s3,grip
2297410,4095,s3,grip
2297420,4095,s3,grip
2297430,4095,s3,grip
2297440,4095,s3,grip
2297450,4095,s3,grip
2297460,4095,s3,grip
2297470,4095,s3,grip
2297480,4095,s3,grip
2297490,4095,s3,grip
2297500,4095,s3,grip
2297510,4095,s3,grip
2297520,4095,s3,grip
2297530,4095,s3,grip
2297540,4095,s3,grip
2297550,4095,s3,grip
2297560,4095,s3,grip
2297570,4095,s3,grip
2297580,4095,s3,grip
2297590,4095,s3,grip
2297600,4095,s3,grip
2297610,4095,s3,grip
2297620,4095,s3,grip
2297630,4095,s3,grip
2297640,4078,s3,grip
2297650,4095,s3,grip
2297660,4095,s3,grip
2297670,4095,s3,grip
2297680,4095,s3,grip
2297690,4095,s3,grip
2297700,4095,s3,grip
2297710,4095,s3,grip
2297720,4095,s3,grip
2297730,4095,s3,grip
2297740,4095,s3,grip
2297750,4095,s3,grip
2297760,4095,s3,grip
2297770,4095,s3,grip
